name,priority,sector,category,website
Cyscode,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.cyscode.com
Deal Done,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.dealdone.ae
EHRC Recruitment Services L.L.C,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.ehrcuae.com
ENERZIX,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.enerzix.com
Eighty20 Middle East,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.eighty20.me
Ekaa Technology Solutions and Services,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.ekaatec.com
Equimap,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.equimap.app
FinFrdm,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.finfrdm.com
Fotleia Middle East,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.fotleia.com
IMERALD,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.imerald.com
Insolog Technologies,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.insolog.com
JASRAUTO - UAE PAJERO SPECIALIST,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.jasrauto.ae
Kabo Digital Agency,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.kabo.agency
"MHBC Business Setup, Accounting, Tax & Compliance",P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.mhbcuae.com
Magicbid.ai,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.magicbid.ai
Miyadi,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.teyafri.com
Musafir.com,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.musafir.com
NOOR DIN DITTA GROUP OF COMPANIES,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.nsnauto.com
Neologix Software Solutions,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.neologix.ae
NetSat Tech LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.netsat.tech
Noor Al Qamar Advertising & Publishing,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.naq-ads.com
OrvoxAI,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.orvoxai.com
Pinetree Group,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.pinetree.ae
PlanB Media Group Pakistan & Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.planbpk.com
Profyse Consultancy Pvt Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.profyse.com
QHC- AJI Engineering Consultants,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.qhc-aji.com
RECOHUB,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.recohub.com
Raffman,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.raffman.com
Rakayez Properties,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.rakayez.com
SATHUBs LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.sathubs.com
SSquared Investment LLC - (Crisol | 7Routes | Pavo),P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.ssquared.ae
Samara Website Developers LLC,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.samarawd.ae
Smart Galaxy Solutions,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.sgs-uae.com
Soorago,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.soorago.com
Tadbeer Center Sharjah,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.tad-beer.ae
Tahseel - Hadaf AL Khaleej Debt Collection,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.tahseel.com
Tastee Foods,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.tasteee.com
Toosuns Creative Production LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.toosuns.com
Total Digital Solutions Group,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.tdsgroup.ae
Triknow Innovations LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.triknow.com
Trinavo,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.trinavo.com
True Home,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.truehome.ae
UBIQUE BUSINESS MANAGEMENT,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.ubm-b2b.com
Unix Security & Safety System LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.unixuae.com
VeerPay - Payment Gateway Solutions,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.veerpay.com
Zoya Care,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.zoyacare.ae
شعاع للعقارات & Shuaa Real Estate,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.shuaars.com
ALSOUM REAL ESTATE,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.alsoum.com
ASP Project Management,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.asp-pm.com
AST Digital Print Center UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.astuae.com
AVAIBE,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.avaibe.com
Ajyaal,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.ajyaal.com
Al Ajwaa A/C Systems Ind. LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.alajwaa.ae
Al Shihab Al Thahabi Tech. Tr. Co. LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.thahabi.ae
Altaria Advertising LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.altaria.me
Ambitio,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.ambitio.ae
Arabian Travel Agency,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.atauae.com
Asas Al Amara Engineering Consultants,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.nfcdxb.com
Asquey LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.asquey.com
Azatto,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.azatto.com
BCP HOLDING GROUP,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.acaihub.ae
BigLeap,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.bigleap.ae
BildrX,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.bildrx.com
CVEEEZ,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.cveeez.com
Cassol - Creative Assessment Solutions,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.cassol.org
CiCO IT Solution,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.cicoit.com
ClaimaX,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.claimax.ae
D-INDEX,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.dindex.net
DEBTCOP LLC,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.debtcop.ae
DMM NOW,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.dmmnow.com
DeXpose,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.dexpose.io
EMRIOM UAE,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.emriom.com
Ecanvas,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.ecanvas.ae
Emorya Finance,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.emorya.com
Environmental Systems International LLC (ESI),P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.esisys.com
Equevu,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.equevu.com
Filipino International League of Safety Advocates,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.filsai.com
First Choice Group,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.fcgind.com
Flora Green Fields Co LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.fgfllc.com
GCCSAT,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.gccsat.com
GISTEC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.gistec.com
Global Edge Advertisements,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.geadvt.com
Golden Tower Technologies,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.gttacr.com
Granada Real Estate,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.granada.ae
Gulf Engineering System Solutions,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.gessuae.ae
Hala Law,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.halalaw.ae
Hootko,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.hootko.com
Hot Oven Foodstuff Catering LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.hotoven.ae
JAMAL AL MARRI MOBILES PHONES TR LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.jmgroup.ae
Kaizen CRE Solutions,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.kaizen.run
Kawadir Facilities Services,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.kfsuae.com
Kingston Management Consultants F.Z.C. L.L.C.,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.kmc-me.com
Kreatz Digital,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.kreatz.com
LemonHQ,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.lemonhq.io
Maanaq Creatives,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.maanaq.com
Manafa LLC,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.manafa.com
Mustaqbal Debt Collection,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.mdca.co.ae
NABDAA,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.nabdaa.net
Oakland,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.odooerp.ae
One Call,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.onecall.ae
Open Sky E-Commerce,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.opensky.ae
RRC Agency,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.rrc.agency
Ray Advertising & Publicity,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.rayadv.com
RedEcom,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.redecom.ae
Reyadah,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.reyadah.ae
SR International,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.sriuae.com
STIDAX,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.stidax.com
Sadeen Computer Systems Design,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.sadeen.net
Sahab Smart Solutions,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.sahabss.ae
Sharjah Finance Department - دائرة المالية في الشارقة,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.sfd.gov.ae
Sharjah Insurance Company P.S.C,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.shjins.com
Systech Digital,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.systech.ae
TAHKEEM,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.tahkeem.ae
TMT GLOBAL TECHNOLOGY,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.tmtuae.com
Talent at Work - TaW,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.taw.global
Texas Management Group,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.texasbs.ae
UAE Barq Group,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.uaebarq.ae
UCOL,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.ucol.co.uk
V-Veer LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.v-veer.com
Veloxis Media and Events,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.veloxis.ae
Weynon App,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.weynon.com
Wfrlee | وفرلي,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.wfrlee.com
Wipgen,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.wipgen.com
Wiswas | وسواس,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.wiswas.com
ershaad.ae,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.ershaad.ae
falik.app,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.talaby.com
AL Mustwa AL Raqi,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.amarcp.ae
Abtach,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.abtach.ae
Al Saud Holding LLC,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.alsaud.ae
Alfnr,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.alfnr.com
CXODX.COM (From Leap Media Solutions),P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.cxodx.com
DSTME : Al Tarmez Digit System Technology LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.dstme.com
Dashco Middle East,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.dashco.ae
DeBROS Exhibitions and Events LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.debros.me
Ebsher Exhibitions Organize,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.ebsher.ae
Etisal Telecom,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.etisal.ae
H2LET,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.h2let.com
IMRSIV,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.imrsiv.co
Jigsaw Technology Solutions LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.jigsaw.ai
Lap57 Motorsports,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.lap57.com
Manbat,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.manbat.ae
Middle East Global Financial and Real Estate Services LLC,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.megfs.com
NNC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.nncpr.com
Pineal Technologies LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.pineal.ae
Rayhan Real Estate,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.rayhan.ae
Revopt.ai,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.revopt.ai
SNTTA,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.sntta.com
Sapien+AI,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.sapien.ai
Sharjah Archives (Sharjah Archives دار الوثائق في إمارة الشارقة),P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.sa.gov.ae
Sharjah Entrepreneurship Center (Sheraa),P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.sheraa.ae
Sharjah Space & Astronomy Hub,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.saasst.ae
SwiftX LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.swiftx.io
Syndie.io,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.syndie.io
TAJ HR MANAGEMENT,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.tajhr.com
TAMGA,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.tamga.com
TC Consultancy Middle East,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.tccons.ae
The Office Of Sheikh Saqer Bin Mohammed Al Qasimi,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.ssaqpo.ae
Wekaya,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.wekaya.ae
Wyizz,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.wyizz.com
AFZAR Consultants LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.afzar.ae
ALBATHA REAL ESTATE GROUP LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.batha.ae
Ajwan Khorfakkan,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.ajwan.ae
Al Dah Group,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.aldah.ae
Doji,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.doji.com
Freit.io,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.freit.io
GABIT Technologies,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.gabit.me
IMNBI,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.imnbi.ae
Linox Creative Advertising,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.linox.ae
Nanoz,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.nanoz.ae
OneTouch Solutions LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.onets.ae
SANED Facility Management,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.saned.ae
SAWA Marketing Agency,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.sawa.com
Shape Architecture Practice And Research,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.shape.ae
Sharjah Children,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.shjch.ae
"Sharjah Research, Technology and Innovation Park (SPARK)",P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.srtip.ae
Suvik Group,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.suvik.ae
WOW Real Estate | واو العقارية,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.wowre.ae
Webix Web Services,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.webix.pk
hayyakum | حياكم,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.hykm.app
1781 Management,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.1781.me
AL KHALEEJ Facilities Management Services - subsidiary of Al Khaleej Investment PJSC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.akfm.ae
AST Smart Sustainable Technology,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.astx.ae
Al Jawaher Reception & Convention Centre,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.jrcc.ae
Eamar Al Emarate - Engineering Consultant (EEEC),P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.eeec.ae
FARE,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.fare.ae
GAPS Consultants,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.gaps.ae
Kany Publishing House,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.kany.ae
Mazameer Design & Engineering Services,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.mdes.ae
Pro Production LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.ppro.ae
RDMR,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.rdmr.in
Sharjah Economic,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.sedd.ae
Sharjah Investors Services Center (SAEED),P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.sisc.ae
Sharjah Islamic Financial Service ( SIFS ),P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.sifs.ae
Sharjah city for humanitarian services,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.schs.ae
Smart Vision Eng. Consultants. LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.svec.ae
Department of Statistics & Community Development Sharjah | دائرة الإحصاء وتنمية المجتمع الشارقة,P3 · Secondary,Professional & Financial,Real Estate & Property,http://www.ssc.ae
Ericson & Richards (M. E.) - Ship & Marine Surveyors,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.enr.ae
ISA,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.isa.ae
KDM | Digital Marketing Agency Dubai,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.kdm.ae
Maria Medical Technology®,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",http://www.mmt.ae
RM1 - R M Debt Collection LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.rm1.ae
S M G Pest Control and Cleaning Services in UAE,P3 · Secondary,Professional & Financial,Consulting & Business Services,http://www.smg.ae
Sharjah Asset Management,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.sam.ae
United Arab Bank,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.uab.ae
ALGHANEM Investments & Development,P3 · Secondary,Professional & Financial,Banking & Financial Services,http://www.ag.ae
#1 Business Bid Audit & Accounting,P3 · Secondary,Professional & Financial,Consulting & Business Services,
10 Leaves Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
3S Money,P3 · Secondary,Professional & Financial,Banking & Financial Services,
ABIB - Al Bustan Insurance Brokers,P3 · Secondary,Professional & Financial,Banking & Financial Services,
ABM Innovations,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
ABSAM REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
ABZER,P3 · Secondary,Professional & Financial,Consulting & Business Services,
ACCELaero,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
ADS Investment Solutions Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AFAQ Investment & Development,P3 · Secondary,Professional & Financial,Banking & Financial Services,
AL BATEEN REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL BATHA GROUP INVESTMENTS LLC,P3 · Secondary,Professional & Financial,Banking & Financial Services,
AL BORJ AL SHAMIKH REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL DOROOB REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL FAHIM HOLDINGS (L.L.C),P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL HEDOUD REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL MADAR REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL MARABIEE REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL MUTAHIDA REAL ESTATE LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL NABAAH PVT REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL QASR REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL REEF REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL REEM REAL ESTATE DEVELOPMENT LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL RUAYAH TYPING CENTER,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL SAQR ENGINEERING الصقر للهندسة,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL SAWAH REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL SERH AL THAHBI REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL SHAMKHA REAL ESTATE LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL SHUMAIS REAL ESTATE EST,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL TAALOUF TR & REAL ESTATE DEV LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL TAY REAL ESTATE DEVELOPING LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AL ZAWRA REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
ALDAWLIYAH INSURANCE SERVICES LLC,P3 · Secondary,Professional & Financial,Banking & Financial Services,
"ALICO, Dubai, UAE",P3 · Secondary,Professional & Financial,Banking & Financial Services,
ALLCAD Innovative Engineering Solutions,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
ALSOUQ AL SEENI PVT REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AQUA Properties,P3 · Secondary,Professional & Financial,Consulting & Business Services,
ARADA KHADAMAT LLC,P3 · Secondary,Professional & Financial,Real Estate & Property,
ASAS Consulting Rescheduling of loans LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
ASK Consultancy,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AT Marketing Official,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
AURA,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AUSMUN,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AVEVA Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Abaad Soil & Bldg. Mat. Testing Lab,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Abbrevia,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Abdo Rafiq & Partners Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Abhi,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Abner Capital CO,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Abraaj Capital Limited,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Accenture Technology UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Acclime Corporate Services Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Adobe Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Aida Information Technologies,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
AirArabia GSA,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Akamai Technologies UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Akin Gump Strauss Hauer & Feld LLP,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Akkaoui Jisr Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Adel Real Estate,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Al Ansari Exchange - Safeer Hypermarket,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Al Bandary PVT. Real Estate,P3 · Secondary,Professional & Financial,Real Estate & Property,
Al Barid Cont,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Farooq Real Estate & Investment,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Hadaf Financial Securities,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Al Hanoo Holding Company,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Al Kheyaili Advocates & Legal Consultants,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Mansoorah Printing Co. LLC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Al Masah Capital,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Al Masraf Arab Bank for Investment & Foreign Trade,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Al Rostamani Communications,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Al Safwa Islamic Financial Services,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Sagr National Insurance Co,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Al Shahama Financial and Properties Investment Establishment,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Sharhan Real Estate,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Shuruq Auditing and Accounting,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Tamimi & Co Corporate Services Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Tamimi & Company Advocates & Legal Consultants LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Al Yasat Property Investment,P3 · Secondary,Professional & Financial,Banking & Financial Services,
AlMailem Group UAE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
AlMarsam - المرسم,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Alaan,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Alaan Pay,P3 · Secondary,Professional & Financial,Consulting & Business Services,
